task,metric,block,contrast,difference
two_concepts,centered_logit_fidelity,6041,tiny_gmp - plain2_w16_gmp,0.1276502141306927
two_concepts,centered_logit_fidelity,6042,tiny_gmp - plain2_w16_gmp,0.24233577293446845
two_concepts,centered_logit_fidelity,6043,tiny_gmp - plain2_w16_gmp,0.15117087271156412
two_concepts,centered_logit_fidelity,6044,tiny_gmp - plain2_w16_gmp,0.28299293297500494
two_concepts,centered_logit_fidelity,6045,tiny_gmp - plain2_w16_gmp,0.2530295558269858
two_concepts,centered_logit_fidelity,6046,tiny_gmp - plain2_w16_gmp,0.11471887419040817
two_concepts,centered_logit_fidelity,6047,tiny_gmp - plain2_w16_gmp,0.12450973778387019
two_concepts,centered_logit_fidelity,6048,tiny_gmp - plain2_w16_gmp,0.29775678810203865
two_concepts,centered_logit_fidelity,6049,tiny_gmp - plain2_w16_gmp,0.18926448911900345
two_concepts,centered_logit_fidelity,6050,tiny_gmp - plain2_w16_gmp,0.18652496208664368
two_concepts,centered_logit_fidelity,6051,tiny_gmp - plain2_w16_gmp,0.22745510586566997
two_concepts,centered_logit_fidelity,6052,tiny_gmp - plain2_w16_gmp,0.04566022997017978
two_concepts,centered_logit_fidelity,6053,tiny_gmp - plain2_w16_gmp,0.15929965854588496
two_concepts,centered_logit_fidelity,6054,tiny_gmp - plain2_w16_gmp,0.027082045556384923
two_concepts,centered_logit_fidelity,6055,tiny_gmp - plain2_w16_gmp,0.193308221774448
two_concepts,centered_logit_fidelity,6056,tiny_gmp - plain2_w16_gmp,0.08836795465595006
two_concepts,centered_logit_fidelity,6057,tiny_gmp - plain2_w16_gmp,0.06220442790521177
two_concepts,centered_logit_fidelity,6058,tiny_gmp - plain2_w16_gmp,0.11638099078930439
two_concepts,centered_logit_fidelity,6059,tiny_gmp - plain2_w16_gmp,0.2534344190988401
two_concepts,centered_logit_fidelity,6060,tiny_gmp - plain2_w16_gmp,0.22734996307432598
two_concepts,centered_logit_fidelity,6061,tiny_gmp - plain2_w16_gmp,0.11921803632945994
two_concepts,centered_logit_fidelity,6062,tiny_gmp - plain2_w16_gmp,0.20249341065602358
two_concepts,centered_logit_fidelity,6063,tiny_gmp - plain2_w16_gmp,0.20123616618823587
two_concepts,centered_logit_fidelity,6064,tiny_gmp - plain2_w16_gmp,0.11903062425538859
two_concepts,centered_logit_fidelity,6065,tiny_gmp - plain2_w16_gmp,0.15721077927361693
two_concepts,centered_logit_fidelity,6066,tiny_gmp - plain2_w16_gmp,0.18162182135430327
two_concepts,centered_logit_fidelity,6067,tiny_gmp - plain2_w16_gmp,0.15516902444533956
two_concepts,centered_logit_fidelity,6068,tiny_gmp - plain2_w16_gmp,0.14753991837901476
two_concepts,centered_logit_fidelity,6069,tiny_gmp - plain2_w16_gmp,0.10531326899134916
two_concepts,centered_logit_fidelity,6070,tiny_gmp - plain2_w16_gmp,0.12572464164464475
two_concepts,centered_logit_fidelity,6071,tiny_gmp - plain2_w16_gmp,0.07576177010919617
two_concepts,centered_logit_fidelity,6072,tiny_gmp - plain2_w16_gmp,0.11962286890234533
two_concepts,centered_logit_fidelity,6073,tiny_gmp - plain2_w16_gmp,0.14929143144012091
two_concepts,centered_logit_fidelity,6074,tiny_gmp - plain2_w16_gmp,0.11410164811225158
two_concepts,centered_logit_fidelity,6075,tiny_gmp - plain2_w16_gmp,0.1774263562128277
two_concepts,centered_logit_fidelity,6076,tiny_gmp - plain2_w16_gmp,0.04198362849053239
two_concepts,centered_logit_fidelity,6077,tiny_gmp - plain2_w16_gmp,0.13047746528303966
two_concepts,centered_logit_fidelity,6078,tiny_gmp - plain2_w16_gmp,0.28181068741862436
two_concepts,centered_logit_fidelity,6079,tiny_gmp - plain2_w16_gmp,0.03425664648149748
two_concepts,centered_logit_fidelity,6080,tiny_gmp - plain2_w16_gmp,0.1067813130648841
two_concepts,centered_logit_fidelity,6081,tiny_gmp - plain2_w16_gmp,0.17285754923124574
two_concepts,centered_logit_fidelity,6082,tiny_gmp - plain2_w16_gmp,0.11309268093860332
two_concepts,centered_logit_fidelity,6083,tiny_gmp - plain2_w16_gmp,0.1775912164315964
two_concepts,centered_logit_fidelity,6084,tiny_gmp - plain2_w16_gmp,0.22682974875353695
two_concepts,centered_logit_fidelity,6085,tiny_gmp - plain2_w16_gmp,0.14708728696499895
two_concepts,centered_logit_fidelity,6086,tiny_gmp - plain2_w16_gmp,0.05514102556463264
two_concepts,centered_logit_fidelity,6087,tiny_gmp - plain2_w16_gmp,0.03963884999892274
two_concepts,centered_logit_fidelity,6088,tiny_gmp - plain2_w16_gmp,0.15480569218488327
two_concepts,centered_logit_fidelity,6089,tiny_gmp - plain2_w16_gmp,0.16200176806662595
two_concepts,centered_logit_fidelity,6090,tiny_gmp - plain2_w16_gmp,0.1448921920717337
two_concepts,centered_logit_fidelity,6091,tiny_gmp - plain2_w16_gmp,0.1833541855363736
two_concepts,centered_logit_fidelity,6092,tiny_gmp - plain2_w16_gmp,0.1816542331292644
two_concepts,centered_logit_fidelity,6093,tiny_gmp - plain2_w16_gmp,0.09426922337655332
two_concepts,centered_logit_fidelity,6094,tiny_gmp - plain2_w16_gmp,0.2040675181296602
two_concepts,centered_logit_fidelity,6095,tiny_gmp - plain2_w16_gmp,0.18257509339900332
two_concepts,centered_logit_fidelity,6096,tiny_gmp - plain2_w16_gmp,0.24811521347700283
two_concepts,centered_logit_fidelity,6097,tiny_gmp - plain2_w16_gmp,0.1242603763066107
two_concepts,centered_logit_fidelity,6098,tiny_gmp - plain2_w16_gmp,0.14216850802731013
two_concepts,centered_logit_fidelity,6099,tiny_gmp - plain2_w16_gmp,0.25397863925496633
two_concepts,prob_error_reduction,6000,tiny_gmp - plain2_w16_gmp,0.8356650722853374
two_concepts,prob_error_reduction,6001,tiny_gmp - plain2_w16_gmp,1.0351298664463684
two_concepts,prob_error_reduction,6002,tiny_gmp - plain2_w16_gmp,0.8781176259726635
two_concepts,prob_error_reduction,6003,tiny_gmp - plain2_w16_gmp,1.0804096071587992
two_concepts,prob_error_reduction,6004,tiny_gmp - plain2_w16_gmp,1.0445502688235138
two_concepts,prob_error_reduction,6005,tiny_gmp - plain2_w16_gmp,1.220036059487029
two_concepts,prob_error_reduction,6006,tiny_gmp - plain2_w16_gmp,0.9868913640093524
two_concepts,prob_error_reduction,6007,tiny_gmp - plain2_w16_gmp,0.7861349027371034
two_concepts,prob_error_reduction,6008,tiny_gmp - plain2_w16_gmp,0.7735666716471314
two_concepts,prob_error_reduction,6009,tiny_gmp - plain2_w16_gmp,1.0457894998253323
two_concepts,prob_error_reduction,6010,tiny_gmp - plain2_w16_gmp,0.8659769290679833
two_concepts,prob_error_reduction,6011,tiny_gmp - plain2_w16_gmp,0.7866288094373886
two_concepts,prob_error_reduction,6012,tiny_gmp - plain2_w16_gmp,0.8968125119281467
two_concepts,prob_error_reduction,6013,tiny_gmp - plain2_w16_gmp,0.8991006114229094
two_concepts,prob_error_reduction,6014,tiny_gmp - plain2_w16_gmp,0.9953355436737183
two_concepts,prob_error_reduction,6015,tiny_gmp - plain2_w16_gmp,0.9358522587863263
two_concepts,prob_error_reduction,6016,tiny_gmp - plain2_w16_gmp,0.8710605564410798
two_concepts,prob_error_reduction,6017,tiny_gmp - plain2_w16_gmp,0.9384022140438901
two_concepts,prob_error_reduction,6018,tiny_gmp - plain2_w16_gmp,1.0035838519688696
two_concepts,prob_error_reduction,6019,tiny_gmp - plain2_w16_gmp,0.9233629256486893
two_concepts,prob_error_reduction,6020,tiny_gmp - plain2_w16_gmp,0.9816936848510522
two_concepts,prob_error_reduction,6021,tiny_gmp - plain2_w16_gmp,0.9945815168321133
two_concepts,prob_error_reduction,6022,tiny_gmp - plain2_w16_gmp,0.8094224723463412
two_concepts,prob_error_reduction,6023,tiny_gmp - plain2_w16_gmp,0.9274112760322168
two_concepts,prob_error_reduction,6024,tiny_gmp - plain2_w16_gmp,0.8719738399377093
two_concepts,prob_error_reduction,6025,tiny_gmp - plain2_w16_gmp,0.9992285099579021
two_concepts,prob_error_reduction,6026,tiny_gmp - plain2_w16_gmp,0.9771850126708159
two_concepts,prob_error_reduction,6027,tiny_gmp - plain2_w16_gmp,1.0943458264227957
two_concepts,prob_error_reduction,6028,tiny_gmp - plain2_w16_gmp,0.8397421125955589
two_concepts,prob_error_reduction,6029,tiny_gmp - plain2_w16_gmp,0.9955322126479587
two_concepts,prob_error_reduction,6030,tiny_gmp - plain2_w16_gmp,0.9428888316033408
two_concepts,prob_error_reduction,6031,tiny_gmp - plain2_w16_gmp,0.7620162478415295
two_concepts,prob_error_reduction,6032,tiny_gmp - plain2_w16_gmp,0.46790531469741836
two_concepts,prob_error_reduction,6033,tiny_gmp - plain2_w16_gmp,0.8091001405846328
two_concepts,prob_error_reduction,6034,tiny_gmp - plain2_w16_gmp,0.9060263292049058
two_concepts,prob_error_reduction,6035,tiny_gmp - plain2_w16_gmp,0.6378058014670387
two_concepts,prob_error_reduction,6036,tiny_gmp - plain2_w16_gmp,0.7913391360198148
two_concepts,prob_error_reduction,6037,tiny_gmp - plain2_w16_gmp,0.9324827651144005
two_concepts,prob_error_reduction,6038,tiny_gmp - plain2_w16_gmp,0.8229763514827937
two_concepts,prob_error_reduction,6039,tiny_gmp - plain2_w16_gmp,0.9774003736674786
two_concepts,prob_error_reduction,6040,tiny_gmp - plain2_w16_gmp,0.7031816613161936
two_concepts,prob_error_reduction,6041,tiny_gmp - plain2_w16_gmp,0.778239511011634
two_concepts,prob_error_reduction,6042,tiny_gmp - plain2_w16_gmp,1.0044207093305886
two_concepts,prob_error_reduction,6043,tiny_gmp - plain2_w16_gmp,0.7344039919553325
two_concepts,prob_error_reduction,6044,tiny_gmp - plain2_w16_gmp,1.141545043021324
two_concepts,prob_error_reduction,6045,tiny_gmp - plain2_w16_gmp,1.124760665348731
two_concepts,prob_error_reduction,6046,tiny_gmp - plain2_w16_gmp,0.7811359453771729
two_concepts,prob_error_reduction,6047,tiny_gmp - plain2_w16_gmp,0.8414328268845566
two_concepts,prob_error_reduction,6048,tiny_gmp - plain2_w16_gmp,1.0280493521713652
two_concepts,prob_error_reduction,6049,tiny_gmp - plain2_w16_gmp,1.139383607514901
two_concepts,prob_error_reduction,6050,tiny_gmp - plain2_w16_gmp,1.055959923502087
two_concepts,prob_error_reduction,6051,tiny_gmp - plain2_w16_gmp,1.0580963280517608
two_concepts,prob_error_reduction,6052,tiny_gmp - plain2_w16_gmp,0.8022955112392083
two_concepts,prob_error_reduction,6053,tiny_gmp - plain2_w16_gmp,0.725234387035016
two_concepts,prob_error_reduction,6054,tiny_gmp - plain2_w16_gmp,0.8393728615701548
two_concepts,prob_error_reduction,6055,tiny_gmp - plain2_w16_gmp,0.9651323286270781
two_concepts,prob_error_reduction,6056,tiny_gmp - plain2_w16_gmp,0.8440284213284031
two_concepts,prob_error_reduction,6057,tiny_gmp - plain2_w16_gmp,0.7358514026855119
two_concepts,prob_error_reduction,6058,tiny_gmp - plain2_w16_gmp,0.9121764980955049
two_concepts,prob_error_reduction,6059,tiny_gmp - plain2_w16_gmp,0.8961461517610587
two_concepts,prob_error_reduction,6060,tiny_gmp - plain2_w16_gmp,0.9573945461306721
two_concepts,prob_error_reduction,6061,tiny_gmp - plain2_w16_gmp,0.832006459182594
two_concepts,prob_error_reduction,6062,tiny_gmp - plain2_w16_gmp,0.9774655256478582
two_concepts,prob_error_reduction,6063,tiny_gmp - plain2_w16_gmp,0.9513806510658469
two_concepts,prob_error_reduction,6064,tiny_gmp - plain2_w16_gmp,0.7755098010820802
two_concepts,prob_error_reduction,6065,tiny_gmp - plain2_w16_gmp,0.8800503335078247
two_concepts,prob_error_reduction,6066,tiny_gmp - plain2_w16_gmp,0.9779989029048011
two_concepts,prob_error_reduction,6067,tiny_gmp - plain2_w16_gmp,0.9107953334314516
two_concepts,prob_error_reduction,6068,tiny_gmp - plain2_w16_gmp,0.8150397170102224
two_concepts,prob_error_reduction,6069,tiny_gmp - plain2_w16_gmp,0.9132033610803774
two_concepts,prob_error_reduction,6070,tiny_gmp - plain2_w16_gmp,0.9159793802537024
two_concepts,prob_error_reduction,6071,tiny_gmp - plain2_w16_gmp,0.7041344903991558
two_concepts,prob_error_reduction,6072,tiny_gmp - plain2_w16_gmp,0.6961736991070211
two_concepts,prob_error_reduction,6073,tiny_gmp - plain2_w16_gmp,0.7893633945495822
two_concepts,prob_error_reduction,6074,tiny_gmp - plain2_w16_gmp,0.8165871248929761
two_concepts,prob_error_reduction,6075,tiny_gmp - plain2_w16_gmp,1.0189425371936522
two_concepts,prob_error_reduction,6076,tiny_gmp - plain2_w16_gmp,0.5230834879330359
two_concepts,prob_error_reduction,6077,tiny_gmp - plain2_w16_gmp,0.897249526635278
two_concepts,prob_error_reduction,6078,tiny_gmp - plain2_w16_gmp,1.1620247900355025
two_concepts,prob_error_reduction,6079,tiny_gmp - plain2_w16_gmp,0.824092049675528
two_concepts,prob_error_reduction,6080,tiny_gmp - plain2_w16_gmp,0.7976498329080641
two_concepts,prob_error_reduction,6081,tiny_gmp - plain2_w16_gmp,0.9272182430431712
two_concepts,prob_error_reduction,6082,tiny_gmp - plain2_w16_gmp,0.7263733355503064
two_concepts,prob_error_reduction,6083,tiny_gmp - plain2_w16_gmp,0.9446880164032336
two_concepts,prob_error_reduction,6084,tiny_gmp - plain2_w16_gmp,1.1323279754142277
two_concepts,prob_error_reduction,6085,tiny_gmp - plain2_w16_gmp,0.8309564111987129
two_concepts,prob_error_reduction,6086,tiny_gmp - plain2_w16_gmp,0.6992349153733812
two_concepts,prob_error_reduction,6087,tiny_gmp - plain2_w16_gmp,0.6506885472626891
two_concepts,prob_error_reduction,6088,tiny_gmp - plain2_w16_gmp,0.7995711781550199
two_concepts,prob_error_reduction,6089,tiny_gmp - plain2_w16_gmp,0.9265266763977706
two_concepts,prob_error_reduction,6090,tiny_gmp - plain2_w16_gmp,0.7252147826948203
two_concepts,prob_error_reduction,6091,tiny_gmp - plain2_w16_gmp,0.9497291942243464
two_concepts,prob_error_reduction,6092,tiny_gmp - plain2_w16_gmp,0.8837662830774207
two_concepts,prob_error_reduction,6093,tiny_gmp - plain2_w16_gmp,0.5625107243831735
two_concepts,prob_error_reduction,6094,tiny_gmp - plain2_w16_gmp,1.025511650062981
two_concepts,prob_error_reduction,6095,tiny_gmp - plain2_w16_gmp,0.8794321461755317
two_concepts,prob_error_reduction,6096,tiny_gmp - plain2_w16_gmp,1.1002352519644774
two_concepts,prob_error_reduction,6097,tiny_gmp - plain2_w16_gmp,0.8967496692785062
two_concepts,prob_error_reduction,6098,tiny_gmp - plain2_w16_gmp,0.7674283525557257
two_concepts,prob_error_reduction,6099,tiny_gmp - plain2_w16_gmp,0.9409698735398706
