task,metric,value_kind,block,difference
two_concepts,centered_logit_fidelity,selected,7059,0.06043372798662158
two_concepts,centered_logit_fidelity,selected,7060,0.01176894211473839
two_concepts,centered_logit_fidelity,selected,7061,0.022044772057922626
two_concepts,centered_logit_fidelity,selected,7062,0.03590266987537842
two_concepts,centered_logit_fidelity,selected,7063,0.009829989334233683
two_concepts,centered_logit_fidelity,selected,7064,0.06578281950639346
two_concepts,centered_logit_fidelity,selected,7065,0.06145712985379079
two_concepts,centered_logit_fidelity,selected,7066,0.06356603334981684
two_concepts,centered_logit_fidelity,selected,7067,0.12102040032021943
two_concepts,centered_logit_fidelity,selected,7068,0.042161778515078796
two_concepts,centered_logit_fidelity,selected,7069,0.0674598272952737
two_concepts,centered_logit_fidelity,selected,7070,0.04277990031470577
two_concepts,centered_logit_fidelity,selected,7071,0.06939392336512215
two_concepts,centered_logit_fidelity,selected,7072,0.08732344463543483
two_concepts,centered_logit_fidelity,selected,7073,0.04655031591417712
two_concepts,centered_logit_fidelity,selected,7074,0.032115991590909596
two_concepts,centered_logit_fidelity,selected,7075,0.046181596921219134
two_concepts,centered_logit_fidelity,selected,7076,0.0713160293641029
two_concepts,centered_logit_fidelity,selected,7077,0.07873754395855764
two_concepts,centered_logit_fidelity,selected,7078,0.06551674410122367
two_concepts,centered_logit_fidelity,selected,7079,0.08882326183600164
two_concepts,centered_logit_fidelity,selected,7080,0.02820270265002111
two_concepts,centered_logit_fidelity,selected,7081,0.08964290072273585
two_concepts,centered_logit_fidelity,selected,7082,0.03670040749849761
two_concepts,centered_logit_fidelity,selected,7083,0.07136890485947517
two_concepts,centered_logit_fidelity,selected,7084,0.060800524723684204
two_concepts,centered_logit_fidelity,selected,7085,0.01626095511728526
two_concepts,centered_logit_fidelity,selected,7086,0.10597333651423103
two_concepts,centered_logit_fidelity,selected,7087,0.11669404562721225
two_concepts,centered_logit_fidelity,selected,7088,0.06288138316051967
two_concepts,centered_logit_fidelity,selected,7089,0.05344752137685013
two_concepts,centered_logit_fidelity,selected,7090,0.10772656883226679
two_concepts,centered_logit_fidelity,selected,7091,0.04284731308218443
two_concepts,centered_logit_fidelity,selected,7092,0.024618981573766775
two_concepts,centered_logit_fidelity,selected,7093,0.13470165809108503
two_concepts,centered_logit_fidelity,selected,7094,0.0823054606154054
two_concepts,centered_logit_fidelity,selected,7095,0.06028454103933045
two_concepts,centered_logit_fidelity,selected,7096,0.015703627262983185
two_concepts,centered_logit_fidelity,selected,7097,0.0913441742493756
two_concepts,centered_logit_fidelity,selected,7098,0.027814140963040374
two_concepts,centered_logit_fidelity,selected,7099,0.03516157332152277
two_concepts,prob_error_reduction,selected,7000,-0.038294105488603236
two_concepts,prob_error_reduction,selected,7001,0.09707784364945837
two_concepts,prob_error_reduction,selected,7002,0.032808023104735184
two_concepts,prob_error_reduction,selected,7003,0.018012331900536083
two_concepts,prob_error_reduction,selected,7004,0.017807627758884337
two_concepts,prob_error_reduction,selected,7005,0.061847497076087166
two_concepts,prob_error_reduction,selected,7006,0.10120839183218777
two_concepts,prob_error_reduction,selected,7007,0.10690150952541444
two_concepts,prob_error_reduction,selected,7008,-0.028247778538570856
two_concepts,prob_error_reduction,selected,7009,-0.012756625594192883
two_concepts,prob_error_reduction,selected,7010,0.07840981189838203
two_concepts,prob_error_reduction,selected,7011,0.036851773322268855
two_concepts,prob_error_reduction,selected,7012,0.10176498182772775
two_concepts,prob_error_reduction,selected,7013,0.04649798001628369
two_concepts,prob_error_reduction,selected,7014,0.0029105930434525362
two_concepts,prob_error_reduction,selected,7015,0.03575744514091639
two_concepts,prob_error_reduction,selected,7016,-0.03270804655767279
two_concepts,prob_error_reduction,selected,7017,0.029945576199679635
two_concepts,prob_error_reduction,selected,7018,0.04625555029633688
two_concepts,prob_error_reduction,selected,7019,0.07878279523538367
two_concepts,prob_error_reduction,selected,7020,0.056843566224415554
two_concepts,prob_error_reduction,selected,7021,0.07038768247002736
two_concepts,prob_error_reduction,selected,7022,0.08290530842623411
two_concepts,prob_error_reduction,selected,7023,0.0620363729140081
two_concepts,prob_error_reduction,selected,7024,0.01789885200196295
two_concepts,prob_error_reduction,selected,7025,0.00471089923667023
two_concepts,prob_error_reduction,selected,7026,0.029641082728630863
two_concepts,prob_error_reduction,selected,7027,0.05433754355908604
two_concepts,prob_error_reduction,selected,7028,0.05032184764058911
two_concepts,prob_error_reduction,selected,7029,0.07048134634896996
two_concepts,prob_error_reduction,selected,7030,0.04526558975339867
two_concepts,prob_error_reduction,selected,7031,0.13626323982316535
two_concepts,prob_error_reduction,selected,7032,0.08503728713913006
two_concepts,prob_error_reduction,selected,7033,-0.07384062757046195
two_concepts,prob_error_reduction,selected,7034,0.09137757691314619
two_concepts,prob_error_reduction,selected,7035,0.02533570431478438
two_concepts,prob_error_reduction,selected,7036,0.030021160762771615
two_concepts,prob_error_reduction,selected,7037,0.08774726850606385
two_concepts,prob_error_reduction,selected,7038,0.14283965616414207
two_concepts,prob_error_reduction,selected,7039,0.04653145252086688
two_concepts,prob_error_reduction,selected,7040,0.03995030391160981
two_concepts,prob_error_reduction,selected,7041,0.06681658258457901
two_concepts,prob_error_reduction,selected,7042,0.0028561906874529086
two_concepts,prob_error_reduction,selected,7043,0.059817162837134674
two_concepts,prob_error_reduction,selected,7044,0.034226675059471745
two_concepts,prob_error_reduction,selected,7045,0.06157336627438781
two_concepts,prob_error_reduction,selected,7046,0.06049054258619435
two_concepts,prob_error_reduction,selected,7047,0.06939701920055086
two_concepts,prob_error_reduction,selected,7048,0.06692338918765017
two_concepts,prob_error_reduction,selected,7049,0.11112831844366156
two_concepts,prob_error_reduction,selected,7050,0.01860322726497543
two_concepts,prob_error_reduction,selected,7051,0.061307990461500594
two_concepts,prob_error_reduction,selected,7052,0.09777026828669477
two_concepts,prob_error_reduction,selected,7053,0.07521930567236268
two_concepts,prob_error_reduction,selected,7054,0.08345010827542865
two_concepts,prob_error_reduction,selected,7055,0.03580356466045487
two_concepts,prob_error_reduction,selected,7056,-0.04952177041923278
two_concepts,prob_error_reduction,selected,7057,0.015982571254426148
two_concepts,prob_error_reduction,selected,7058,0.0011519485888129566
two_concepts,prob_error_reduction,selected,7059,0.05500093362934422
two_concepts,prob_error_reduction,selected,7060,0.05964567959017586
two_concepts,prob_error_reduction,selected,7061,0.02435699701163685
two_concepts,prob_error_reduction,selected,7062,0.08352137668407522
two_concepts,prob_error_reduction,selected,7063,0.09511547235160833
two_concepts,prob_error_reduction,selected,7064,-0.05627198771253461
two_concepts,prob_error_reduction,selected,7065,0.05432666792785312
two_concepts,prob_error_reduction,selected,7066,0.08878777002792049
two_concepts,prob_error_reduction,selected,7067,0.12389945663016988
two_concepts,prob_error_reduction,selected,7068,0.02415329765426577
two_concepts,prob_error_reduction,selected,7069,0.033200640024006134
two_concepts,prob_error_reduction,selected,7070,-0.023650766816899704
two_concepts,prob_error_reduction,selected,7071,0.04084784062797553
two_concepts,prob_error_reduction,selected,7072,0.06585615697986213
two_concepts,prob_error_reduction,selected,7073,0.03435438731685281
two_concepts,prob_error_reduction,selected,7074,-0.0024093237952911295
two_concepts,prob_error_reduction,selected,7075,0.008699756683199666
two_concepts,prob_error_reduction,selected,7076,0.02898580862529343
two_concepts,prob_error_reduction,selected,7077,0.11101554036213201
two_concepts,prob_error_reduction,selected,7078,0.046397453941608546
two_concepts,prob_error_reduction,selected,7079,0.06191821529864683
two_concepts,prob_error_reduction,selected,7080,0.06294771407556254
two_concepts,prob_error_reduction,selected,7081,0.028705806013022084
two_concepts,prob_error_reduction,selected,7082,0.036521441865261295
two_concepts,prob_error_reduction,selected,7083,0.0400859009459964
two_concepts,prob_error_reduction,selected,7084,0.06061544515796413
two_concepts,prob_error_reduction,selected,7085,0.016628606452286476
two_concepts,prob_error_reduction,selected,7086,0.0485148359402956
two_concepts,prob_error_reduction,selected,7087,0.03304539505370485
two_concepts,prob_error_reduction,selected,7088,0.02729006406661938
two_concepts,prob_error_reduction,selected,7089,0.01120056637955713
two_concepts,prob_error_reduction,selected,7090,0.1410601606403361
two_concepts,prob_error_reduction,selected,7091,0.0595337902996107
two_concepts,prob_error_reduction,selected,7092,-0.017654902272624895
two_concepts,prob_error_reduction,selected,7093,0.04033850202540634
two_concepts,prob_error_reduction,selected,7094,0.08407404965691967
two_concepts,prob_error_reduction,selected,7095,0.05251194001175463
two_concepts,prob_error_reduction,selected,7096,-0.03513996886977111
two_concepts,prob_error_reduction,selected,7097,0.0625311785042868
two_concepts,prob_error_reduction,selected,7098,0.01922804866626393
two_concepts,prob_error_reduction,selected,7099,0.023084635693521705
